Conservation unit;Species;Mestre;Station;Date;Time
Furnas;Mtridactyla;0;23;08/03/2017;22:26:20
Furnas;Mtridactyla;0;23;08/03/2017;22:26:20
Furnas;Mtridactyla;0;23;08/03/2017;22:27:03
Furnas;Mtridactyla;0;23;08/03/2017;22:27:03
Furnas;Mtridactyla;0;23;08/03/2017;22:27:04
Furnas;Mtridactyla;0;23;08/03/2017;22:27:22
Furnas;Mtridactyla;0;23;08/03/2017;22:27:22
Furnas;Mtridactyla;0;23;08/03/2017;22:27:23
Furnas;Mtridactyla;0;23;08/03/2017;22:27:50
Furnas;Mtridactyla;0;23;08/03/2017;22:27:51
Furnas;Mtridactyla;0;23;08/03/2017;22:27:51
Furnas;Mtridactyla;0;23;08/03/2017;22:28:34
Furnas;Mtridactyla;0;23;08/03/2017;22:28:34
Furnas;Mtridactyla;0;23;08/03/2017;22:28:35
Furnas;Mtridactyla;0;23;10/03/2017;22:55:04
Furnas;Mtridactyla;0;23;10/03/2017;22:55:04
Furnas;Mtridactyla;0;23;10/03/2017;22:55:05
Furnas;Mtridactyla;0;23;10/03/2017;22:55:31
Furnas;Mtridactyla;0;23;10/03/2017;22:55:32
Furnas;Mtridactyla;0;23;10/03/2017;22:55:33
Furnas;Mtridactyla;0;23;10/03/2017;22:55:52
Furnas;Mtridactyla;0;23;10/03/2017;22:55:52
Furnas;Mtridactyla;0;23;10/03/2017;22:55:53
Furnas;Mtridactyla;0;23;10/03/2017;22:57:54
Furnas;Mtridactyla;0;23;10/03/2017;22:57:54
Furnas;Mtridactyla;0;23;10/03/2017;22:57:55
Furnas;Mtridactyla;0;26;24/01/2017;12:57:21
Furnas;Mtridactyla;0;26;24/01/2017;12:57:22
Furnas;Mtridactyla;0;26;24/01/2017;12:57:23
Furnas;Mtridactyla;0;26;24/01/2017;12:57:41
Furnas;Mtridactyla;0;26;24/01/2017;12:57:42
Furnas;Mtridactyla;0;26;24/01/2017;12:57:42
Furnas;Mtridactyla;0;26;24/01/2017;12:58:02
Furnas;Mtridactyla;0;26;24/01/2017;12:58:03
Furnas;Mtridactyla;0;26;24/01/2017;12:58:03
Furnas;Mtridactyla;0;26;31/01/2017;00:31:46
Furnas;Mtridactyla;0;26;31/01/2017;00:31:46
Furnas;Mtridactyla;0;26;31/01/2017;00:31:47
Furnas;Mtridactyla;0;26;31/01/2017;00:38:01
Furnas;Mtridactyla;0;26;31/01/2017;00:38:01
Furnas;Mtridactyla;0;26;31/01/2017;00:38:02
Furnas;Mtridactyla;0;26;31/01/2017;00:40:04
Furnas;Mtridactyla;0;26;31/01/2017;00:40:04
Furnas;Mtridactyla;0;26;31/01/2017;00:40:05
Furnas;Mtridactyla;0;26;31/01/2017;00:40:48
Furnas;Mtridactyla;0;26;31/01/2017;00:40:48
Furnas;Mtridactyla;0;26;31/01/2017;00:40:49
Furnas;Mtridactyla;0;26;31/01/2017;00:41:46
Furnas;Mtridactyla;0;26;31/01/2017;00:41:46
Furnas;Mtridactyla;0;26;31/01/2017;00:41:47
Furnas;Mtridactyla;0;26;31/01/2017;00:42:14
Furnas;Mtridactyla;0;26;31/01/2017;00:42:15
Furnas;Mtridactyla;0;26;31/01/2017;00:42:15
Furnas;Mtridactyla;0;26;31/01/2017;00:42:39
Furnas;Mtridactyla;0;26;31/01/2017;00:42:40
Furnas;Mtridactyla;0;26;31/01/2017;00:42:41
Furnas;Mtridactyla;0;26;31/01/2017;00:43:11
Furnas;Mtridactyla;0;26;31/01/2017;00:43:12
Furnas;Mtridactyla;0;26;31/01/2017;00:43:13
Furnas;Mtridactyla;0;26;31/01/2017;00:43:51
Furnas;Mtridactyla;0;26;31/01/2017;00:43:51
Furnas;Mtridactyla;0;26;31/01/2017;00:43:52
Furnas;Mtridactyla;0;26;31/01/2017;00:44:30
Furnas;Mtridactyla;0;26;31/01/2017;00:44:30
Furnas;Mtridactyla;0;26;31/01/2017;00:44:31
Furnas;Mtridactyla;0;26;31/01/2017;00:45:12
Furnas;Mtridactyla;0;26;31/01/2017;00:45:13
Furnas;Mtridactyla;0;26;31/01/2017;00:45:13
Furnas;Mtridactyla;0;26;01/02/2017;00:26:06
Furnas;Mtridactyla;0;26;01/02/2017;00:26:07
Furnas;Mtridactyla;0;26;01/02/2017;00:26:07
Furnas;Mtridactyla;0;26;22/02/2017;19:10:17
Furnas;Mtridactyla;0;26;22/02/2017;19:10:18
Furnas;Mtridactyla;0;26;22/02/2017;19:10:37
Furnas;Mtridactyla;0;26;22/02/2017;19:10:38
Furnas;Mtridactyla;0;26;22/02/2017;19:10:39
Furnas;Mtridactyla;0;26;22/02/2017;19:10:56
Furnas;Mtridactyla;0;26;22/02/2017;19:10:57
Furnas;Mtridactyla;0;26;22/02/2017;19:10:57
Furnas;Mtridactyla;0;26;22/02/2017;19:11:33
Furnas;Mtridactyla;0;26;22/02/2017;19:11:33
Furnas;Mtridactyla;0;26;22/02/2017;19:11:34
Furnas;Mtridactyla;0;26;14/03/2017;17:33:00
Furnas;Mtridactyla;0;26;14/03/2017;17:33:00
Furnas;Mtridactyla;0;26;14/03/2017;17:33:01
Furnas;Mtridactyla;0;26;14/03/2017;17:33:20
Furnas;Mtridactyla;0;26;14/03/2017;17:33:21
Furnas;Mtridactyla;0;26;14/03/2017;17:33:22
Furnas;Mtridactyla;0;25;20/01/2017;18:41:00
Furnas;Mtridactyla;0;25;20/01/2017;18:41:01
Furnas;Mtridactyla;0;25;20/01/2017;18:41:01
Furnas;Mtridactyla;0;25;20/01/2017;18:43:38
Furnas;Mtridactyla;0;25;20/01/2017;18:43:39
Furnas;Mtridactyla;0;25;20/01/2017;18:43:40
Furnas;Mtridactyla;0;25;20/01/2017;18:47:08
Furnas;Mtridactyla;0;25;20/01/2017;18:47:08
Furnas;Mtridactyla;0;25;20/01/2017;18:47:09
Furnas;Mtridactyla;0;25;20/01/2017;18:51:12
Furnas;Mtridactyla;0;25;20/01/2017;18:51:13
Furnas;Mtridactyla;0;25;20/01/2017;18:51:13
Furnas;Mtridactyla;0;25;21/01/2017;13:41:17
Furnas;Mtridactyla;0;25;21/01/2017;13:41:18
Furnas;Mtridactyla;0;25;21/01/2017;13:41:18
Furnas;Mtridactyla;0;25;21/01/2017;13:41:47
Furnas;Mtridactyla;0;25;21/01/2017;13:41:47
Furnas;Mtridactyla;0;25;21/01/2017;13:41:48
Furnas;Mtridactyla;0;25;24/01/2017;17:03:16
Furnas;Mtridactyla;0;25;24/01/2017;17:03:17
Furnas;Mtridactyla;0;25;24/01/2017;17:03:17
Furnas;Mtridactyla;0;25;24/01/2017;17:03:31
Furnas;Mtridactyla;0;25;24/01/2017;17:03:31
Furnas;Mtridactyla;0;25;24/01/2017;17:03:32
Furnas;Mtridactyla;0;25;25/01/2017;19:13:15
Furnas;Mtridactyla;0;25;25/01/2017;19:13:15
Furnas;Mtridactyla;0;25;25/01/2017;19:13:16
Furnas;Mtridactyla;0;25;09/02/2017;22:35:34
Furnas;Mtridactyla;0;25;09/02/2017;22:35:35
Furnas;Mtridactyla;0;25;09/02/2017;22:35:35
Furnas;Mtridactyla;0;25;09/02/2017;22:37:05
Furnas;Mtridactyla;0;25;09/02/2017;22:37:05
Furnas;Mtridactyla;0;25;09/02/2017;22:37:06
Furnas;Mtridactyla;0;25;09/02/2017;22:38:17
Furnas;Mtridactyla;0;25;09/02/2017;22:38:18
Furnas;Mtridactyla;0;25;09/02/2017;22:38:19
Furnas;Mtridactyla;0;25;09/02/2017;22:39:41
Furnas;Mtridactyla;0;25;09/02/2017;22:39:41
Furnas;Mtridactyla;0;25;09/02/2017;22:39:42
Furnas;Mtridactyla;0;25;12/02/2017;04:08:30
Furnas;Mtridactyla;0;25;12/02/2017;04:08:31
Furnas;Mtridactyla;0;25;12/02/2017;04:08:32
Furnas;Mtridactyla;0;25;12/02/2017;04:09:36
Furnas;Mtridactyla;0;25;12/02/2017;04:09:37
Furnas;Mtridactyla;0;25;12/02/2017;04:09:37
Furnas;Mtridactyla;0;25;12/02/2017;04:10:00
Furnas;Mtridactyla;0;25;12/02/2017;04:10:00
Furnas;Mtridactyla;0;25;12/02/2017;04:10:01
Furnas;Mtridactyla;0;25;12/02/2017;22:51:58
Furnas;Mtridactyla;0;25;12/02/2017;22:51:59
Furnas;Mtridactyla;0;25;12/02/2017;22:51:59
Furnas;Mtridactyla;0;25;28/02/2017;10:26:36
Furnas;Mtridactyla;0;25;28/02/2017;10:26:37
Furnas;Mtridactyla;0;25;28/02/2017;10:26:38
Furnas;Mtridactyla;0;25;30/03/2017;23:11:10
Furnas;Mtridactyla;0;25;30/03/2017;23:11:11
Furnas;Mtridactyla;0;25;30/03/2017;23:11:12
Furnas;Mtridactyla;0;25;03/03/2017;21:07:44
Furnas;Mtridactyla;0;25;03/03/2017;21:07:44
Furnas;Mtridactyla;0;25;03/03/2017;21:07:45
Furnas;Mtridactyla;0;25;03/03/2017;21:10:21
Furnas;Mtridactyla;0;25;03/03/2017;21:10:22
Furnas;Mtridactyla;0;25;03/03/2017;21:10:22
Furnas;Mtridactyla;0;25;03/03/2017;21:11:26
Furnas;Mtridactyla;0;25;03/03/2017;21:11:27
Furnas;Mtridactyla;0;25;03/03/2017;21:11:27
Furnas;Mtridactyla;0;25;04/03/2017;13:21:04
Furnas;Mtridactyla;0;25;04/03/2017;13:21:04
Furnas;Mtridactyla;0;25;04/03/2017;13:21:05
Furnas;Mtridactyla;0;25;10/03/2017;23:26:10
Furnas;Mtridactyla;0;25;10/03/2017;23:26:10
Furnas;Mtridactyla;0;25;10/03/2017;23:26:11
Furnas;Mtridactyla;0;25;10/03/2017;23:26:33
Furnas;Mtridactyla;0;25;10/03/2017;23:26:33
Furnas;Mtridactyla;0;25;10/03/2017;23:26:34
Furnas;Mtridactyla;0;25;10/03/2017;23:26:51
Furnas;Mtridactyla;0;24;18/01/2017;22:30:06
Furnas;Mtridactyla;0;24;18/01/2017;22:30:06
Furnas;Mtridactyla;0;24;18/01/2017;22:30:07
Furnas;Mtridactyla;0;24;26/02/2017;13:33:16
Furnas;Mtridactyla;0;24;26/02/2017;13:33:16
Furnas;Mtridactyla;0;24;26/02/2017;13:33:17
Furnas;Mtridactyla;0;30;21/01/2017;13:28:04
Furnas;Mtridactyla;0;30;21/01/2017;13:28:05
Furnas;Mtridactyla;0;30;21/01/2017;13:28:05
Furnas;Mtridactyla;0;30;03/02/2017;17:08:14
Furnas;Mtridactyla;0;30;03/02/2017;17:08:14
Furnas;Mtridactyla;0;30;03/02/2017;17:08:15
Furnas;Mtridactyla;0;30;03/02/2017;17:08:34
Furnas;Mtridactyla;0;30;03/02/2017;17:08:35
Furnas;Mtridactyla;0;30;03/02/2017;17:08:35
Furnas;Mtridactyla;0;30;04/02/2017;02:30:11
Furnas;Mtridactyla;0;30;04/02/2017;02:30:11
Furnas;Mtridactyla;0;30;04/02/2017;02:30:12
Furnas;Mtridactyla;0;30;04/02/2017;02:30:34
Furnas;Mtridactyla;0;30;04/02/2017;02:30:34
Furnas;Mtridactyla;0;30;04/02/2017;02:30:35
Furnas;Mtridactyla;0;30;09/02/2017;06:46:03
Furnas;Mtridactyla;0;30;09/02/2017;06:46:04
Furnas;Mtridactyla;0;30;09/02/2017;06:46:04
Furnas;Mtridactyla;0;30;12/02/2017;22:24:06
Furnas;Mtridactyla;0;30;12/02/2017;22:24:07
Furnas;Mtridactyla;0;30;12/02/2017;22:24:07
Furnas;Mtridactyla;0;30;20/02/2017;00:17:45
Furnas;Mtridactyla;0;30;20/02/2017;00:17:46
Furnas;Mtridactyla;0;30;20/02/2017;00:17:46
Furnas;Mtridactyla;0;30;12/03/2017;00:24:44
Furnas;Mtridactyla;0;30;12/03/2017;00:24:45
Furnas;Mtridactyla;0;30;12/03/2017;00:24:46
Furnas;Mtridactyla;0;30;12/03/2017;00:25:01
Furnas;Mtridactyla;0;30;12/03/2017;00:25:02
Furnas;Mtridactyla;0;30;12/03/2017;00:25:03
Furnas;Mtridactyla;0;30;20/03/2017;15:04:29
Furnas;Mtridactyla;0;30;20/03/2017;15:04:29
Furnas;Mtridactyla;0;30;20/03/2017;15:14:16
Furnas;Mtridactyla;0;30;20/03/2017;15:14:17
Furnas;Mtridactyla;0;30;20/03/2017;15:14:18
Furnas;Mtridactyla;0;30;20/03/2017;15:14:34
Furnas;Mtridactyla;0;30;20/03/2017;15:14:34
Furnas;Mtridactyla;0;30;20/03/2017;15:14:35
Furnas;Mtridactyla;0;30;21/03/2017;18:15:23
Furnas;Mtridactyla;0;30;21/03/2017;18:15:24
Furnas;Mtridactyla;0;30;21/03/2017;18:15:24
Furnas;Mtridactyla;0;12;02/02/2017;22:35:39
Furnas;Mtridactyla;0;12;02/02/2017;22:35:40
Furnas;Mtridactyla;0;12;02/02/2017;22:35:40
Furnas;Mtridactyla;0;12;10/02/2017;14:57:01
Furnas;Mtridactyla;0;12;10/02/2017;14:57:01
Furnas;Mtridactyla;0;12;10/02/2017;14:57:02
Furnas;Mtridactyla;0;12;10/02/2017;14:57:20
Furnas;Mtridactyla;0;12;10/02/2017;14:57:21
Furnas;Mtridactyla;0;12;10/02/2017;14:57:22
Furnas;Mtridactyla;0;12;12/02/2017;03:11:05
Furnas;Mtridactyla;0;12;12/02/2017;03:11:06
Furnas;Mtridactyla;0;12;12/02/2017;03:11:06
Furnas;Mtridactyla;0;12;12/02/2017;03:11:24
Furnas;Mtridactyla;0;12;12/02/2017;03:11:24
Furnas;Mtridactyla;0;12;12/02/2017;03:11:25
Furnas;Mtridactyla;0;12;14/02/2017;02:22:22
Furnas;Mtridactyla;0;12;14/02/2017;02:22:23
Furnas;Mtridactyla;0;12;14/02/2017;02:22:24
Furnas;Mtridactyla;0;12;07/03/2017;21:40:02
Furnas;Mtridactyla;0;12;07/03/2017;21:40:03
Furnas;Mtridactyla;0;12;07/03/2017;21:40:03
Furnas;Mtridactyla;0;12;07/03/2017;21:40:36
Furnas;Mtridactyla;0;12;07/03/2017;21:40:36
Furnas;Mtridactyla;0;12;07/03/2017;21:40:37
Furnas;Mtridactyla;0;12;07/03/2017;21:41:07
Furnas;Mtridactyla;0;12;07/03/2017;21:41:08
Furnas;Mtridactyla;0;12;07/03/2017;21:41:09
Furnas;Mtridactyla;0;12;07/03/2017;21:41:24
Furnas;Mtridactyla;0;12;07/03/2017;21:41:24
Furnas;Mtridactyla;0;9;03/04/2017;22:13:46
Furnas;Mtridactyla;0;9;03/04/2017;22:13:46
Furnas;Mtridactyla;0;9;03/04/2017;22:13:47
Furnas;Mtridactyla;0;10;27/04/2017;00:06:52
Furnas;Mtridactyla;0;10;27/04/2017;00:06:53
Furnas;Mtridactyla;0;10;27/04/2017;00:07:34
Furnas;Mtridactyla;0;10;27/04/2017;00:07:35
Furnas;Mtridactyla;0;10;27/04/2017;00:07:36
Furnas;Mtridactyla;0;10;27/04/2017;19:39:17
Furnas;Mtridactyla;0;10;27/04/2017;19:39:18
Furnas;Mtridactyla;0;10;27/04/2017;19:39:18
Furnas;Mtridactyla;0;10;01/05/2017;21:46:53
Furnas;Mtridactyla;0;10;01/05/2017;21:46:53
Furnas;Mtridactyla;0;11;10/03/2017;05:47:02
Furnas;Mtridactyla;0;11;10/03/2017;05:47:03
Furnas;Mtridactyla;0;11;10/03/2017;05:47:04
Furnas;Mtridactyla;0;11;31/03/2017;18:05:12
Furnas;Mtridactyla;0;11;31/03/2017;18:05:12
Furnas;Mtridactyla;0;11;31/03/2017;18:05:13
Furnas;Mtridactyla;0;11;02/05/2017;05:54:40
Furnas;Mtridactyla;0;11;02/05/2017;05:54:40
Furnas;Mtridactyla;0;11;02/05/2017;05:54:41
Furnas;Mtridactyla;0;14;04/02/2017;14:07:50
Furnas;Mtridactyla;0;14;04/02/2017;14:07:50
Furnas;Mtridactyla;0;14;04/02/2017;14:07:51
Furnas;Mtridactyla;0;14;02/03/2017;17:34:42
Furnas;Mtridactyla;0;14;02/03/2017;17:34:42
Furnas;Mtridactyla;0;14;02/03/2017;17:34:43
Furnas;Mtridactyla;0;16;05/02/2017;20:08:03
Furnas;Mtridactyla;0;16;05/02/2017;20:08:04
Furnas;Mtridactyla;0;16;05/02/2017;20:08:05
Furnas;Mtridactyla;0;15;15/02/2017;19:47:19
Furnas;Mtridactyla;0;15;15/02/2017;19:47:20
Furnas;Mtridactyla;0;15;15/02/2017;19:47:21
Furnas;Mtridactyla;0;35;25/01/2017;18:14:04
Furnas;Mtridactyla;0;35;25/01/2017;18:14:04
Furnas;Mtridactyla;0;35;25/01/2017;18:14:04
Furnas;Mtridactyla;0;35;10/02/2017;00:06:47
Furnas;Mtridactyla;0;35;10/02/2017;00:06:47
Furnas;Mtridactyla;0;35;10/02/2017;00:06:48
Furnas;Mtridactyla;0;35;10/02/2017;00:07:23
Furnas;Mtridactyla;0;35;10/02/2017;00:07:23
Furnas;Mtridactyla;0;35;10/02/2017;00:07:23
Furnas;Mtridactyla;0;35;06/03/2017;23:29:24
Furnas;Mtridactyla;0;35;06/03/2017;23:29:24
Furnas;Mtridactyla;0;35;06/03/2017;23:29:24
Furnas;Mtridactyla;0;35;06/03/2017;23:29:57
Furnas;Mtridactyla;0;35;06/03/2017;23:29:57
Furnas;Mtridactyla;0;35;06/03/2017;23:29:57
Furnas;Mtridactyla;0;35;09/03/2017;15:29:37
Furnas;Mtridactyla;0;35;09/03/2017;15:29:37
Furnas;Mtridactyla;0;35;09/03/2017;15:29:37
Furnas;Mtridactyla;0;8;10/02/2017;18:11:43
Furnas;Mtridactyla;0;8;10/02/2017;18:11:43
Furnas;Mtridactyla;0;8;10/02/2017;18:11:44
Furnas;Mtridactyla;0;8;06/07/2017;20:27:03
Furnas;Mtridactyla;0;8;06/07/2017;20:27:03
Furnas;Mtridactyla;0;8;06/07/2017;20:27:04
Furnas;Mtridactyla;0;7;29/01/2017;18:42:34
Furnas;Mtridactyla;0;7;29/01/2017;18:42:35
Furnas;Mtridactyla;0;7;29/01/2017;18:42:36
Furnas;Mtridactyla;0;7;10/02/2017;14:45:46
Furnas;Mtridactyla;0;7;10/02/2017;14:45:47
Furnas;Mtridactyla;0;7;10/02/2017;14:45:47
Furnas;Mtridactyla;0;7;10/02/2017;14:46:08
Furnas;Mtridactyla;0;7;10/02/2017;14:46:09
Furnas;Mtridactyla;0;7;10/02/2017;14:46:09
Furnas;Mtridactyla;0;7;10/02/2017;14:46:23
Furnas;Mtridactyla;0;7;10/02/2017;14:46:23
Furnas;Mtridactyla;0;7;10/02/2017;14:46:24
Furnas;Mtridactyla;0;7;10/02/2017;14:46:41
Furnas;Mtridactyla;0;7;10/02/2017;14:46:41
Furnas;Mtridactyla;0;7;10/02/2017;14:46:42
Furnas;Mtridactyla;0;7;23/03/2017;05:36:01
Furnas;Mtridactyla;0;7;23/03/2017;05:36:02
Furnas;Mtridactyla;0;7;23/03/2017;05:36:03
Furnas;Mtridactyla;0;7;15/04/2017;02:15:30
Furnas;Mtridactyla;0;7;15/04/2017;02:15:30
Furnas;Mtridactyla;0;7;15/04/2017;02:15:31
Furnas;Mtridactyla;0;7;15/04/2017;02:16:06
Furnas;Mtridactyla;0;7;15/04/2017;02:16:06
Furnas;Mtridactyla;0;7;15/04/2017;02:16:07
Furnas;Mtridactyla;0;7;16/04/2017;19:10:14
Furnas;Mtridactyla;0;7;16/04/2017;19:10:15
Furnas;Mtridactyla;0;7;16/04/2017;19:10:15
Furnas;Mtridactyla;0;7;16/04/2017;19:13:15
Furnas;Mtridactyla;0;7;16/04/2017;19:13:16
Furnas;Mtridactyla;0;7;16/04/2017;19:13:17
Furnas;Mtridactyla;0;7;16/04/2017;19:14:09
Furnas;Mtridactyla;0;7;16/04/2017;19:14:09
Furnas;Mtridactyla;0;7;16/04/2017;19:14:10
Furnas;Mtridactyla;0;7;17/04/2017;02:53:10
Furnas;Mtridactyla;0;7;17/04/2017;02:53:11
Furnas;Mtridactyla;0;7;17/04/2017;02:53:12
Furnas;Mtridactyla;0;7;17/04/2017;02:53:38
Furnas;Mtridactyla;0;7;17/04/2017;02:53:38
Furnas;Mtridactyla;0;7;17/04/2017;02:53:39
Furnas;Mtridactyla;0;20;23/01/2017;17:15:32
Furnas;Mtridactyla;0;20;23/01/2017;17:15:32
Furnas;Mtridactyla;0;20;23/01/2017;17:15:33
Furnas;Mtridactyla;0;20;23/01/2017;17:15:55
Furnas;Mtridactyla;0;20;23/01/2017;17:15:55
Furnas;Mtridactyla;0;20;23/01/2017;17:15:56
Furnas;Mtridactyla;0;20;23/01/2017;17:18:55
Furnas;Mtridactyla;0;20;23/01/2017;17:18:55
Furnas;Mtridactyla;0;20;23/01/2017;17:19:27
Furnas;Mtridactyla;0;20;23/01/2017;17:19:28
Furnas;Mtridactyla;0;20;23/01/2017;17:19:28
Furnas;Mtridactyla;0;20;01/02/2017;01:17:00
Furnas;Mtridactyla;0;20;01/02/2017;01:17:01
Furnas;Mtridactyla;0;20;01/02/2017;01:17:01
Furnas;Mtridactyla;0;20;01/02/2017;14:35:09
Furnas;Mtridactyla;0;20;01/02/2017;14:35:10
Furnas;Mtridactyla;0;20;01/02/2017;14:35:11
Furnas;Mtridactyla;0;20;01/02/2017;14:35:27
Furnas;Mtridactyla;0;20;01/02/2017;14:35:27
Furnas;Mtridactyla;0;20;01/02/2017;14:35:28
Furnas;Mtridactyla;0;20;01/02/2017;14:35:55
Furnas;Mtridactyla;0;20;01/02/2017;14:35:56
Furnas;Mtridactyla;0;20;01/02/2017;14:35:56
Furnas;Mtridactyla;0;20;01/02/2017;14:36:28
Furnas;Mtridactyla;0;20;01/02/2017;14:36:28
Furnas;Mtridactyla;0;20;01/02/2017;14:36:29
Furnas;Mtridactyla;0;20;01/02/2017;14:37:14
Furnas;Mtridactyla;0;20;01/02/2017;14:37:15
Furnas;Mtridactyla;0;20;01/02/2017;14:37:15
Furnas;Mtridactyla;0;20;08/02/2017;13:06:36
Furnas;Mtridactyla;0;20;08/02/2017;13:06:37
Furnas;Mtridactyla;0;20;08/02/2017;13:06:38
Furnas;Mtridactyla;0;20;12/02/2017;15:17:57
Furnas;Mtridactyla;0;20;12/02/2017;15:17:58
Furnas;Mtridactyla;0;20;12/02/2017;15:17:58
Furnas;Mtridactyla;0;20;12/02/2017;15:18:30
Furnas;Mtridactyla;0;20;12/02/2017;15:18:30
Furnas;Mtridactyla;0;20;12/02/2017;15:18:31
Furnas;Mtridactyla;0;20;12/02/2017;15:19:00
Furnas;Mtridactyla;0;20;12/02/2017;15:19:01
Furnas;Mtridactyla;0;20;12/02/2017;15:19:01
Furnas;Mtridactyla;0;20;12/02/2017;15:19:19
Furnas;Mtridactyla;0;20;12/02/2017;15:19:19
Furnas;Mtridactyla;0;20;12/02/2017;15:19:20
Furnas;Mtridactyla;0;20;12/02/2017;15:20:04
Furnas;Mtridactyla;0;20;12/02/2017;15:20:05
Furnas;Mtridactyla;0;20;12/02/2017;15:20:06
Furnas;Mtridactyla;0;20;12/02/2017;15:20:21
Furnas;Mtridactyla;0;20;12/02/2017;15:20:22
Furnas;Mtridactyla;0;20;12/02/2017;15:20:22
Furnas;Mtridactyla;0;20;22/02/2017;23:36:26
Furnas;Mtridactyla;0;20;22/02/2017;23:36:27
Furnas;Mtridactyla;0;20;22/02/2017;23:36:27
Furnas;Mtridactyla;0;20;04/03/2017;18:02:49
Furnas;Mtridactyla;0;20;04/03/2017;18:02:50
Furnas;Mtridactyla;0;20;04/03/2017;18:02:51
Furnas;Mtridactyla;0;20;10/03/2017;01:20:38
Furnas;Mtridactyla;0;20;10/03/2017;01:20:39
Furnas;Mtridactyla;0;20;10/03/2017;01:20:40
Furnas;Mtridactyla;0;20;14/03/2017;16:06:30
Furnas;Mtridactyla;0;20;14/03/2017;16:06:30
Furnas;Mtridactyla;0;20;14/03/2017;16:06:31
Furnas;Mtridactyla;0;20;26/03/2017;17:16:07
Furnas;Mtridactyla;0;20;26/03/2017;17:16:08
Furnas;Mtridactyla;0;20;26/03/2017;17:16:09
Furnas;Mtridactyla;0;20;29/03/2017;14:16:07
Furnas;Mtridactyla;0;20;29/03/2017;14:16:08
Furnas;Mtridactyla;0;20;29/03/2017;14:16:09
Furnas;Mtridactyla;0;20;05/04/2017;15:22:56
Furnas;Mtridactyla;0;20;05/04/2017;15:22:57
Furnas;Mtridactyla;0;20;05/04/2017;15:22:57
Furnas;Mtridactyla;0;20;05/04/2017;15:23:23
Furnas;Mtridactyla;0;20;05/04/2017;15:23:24
Furnas;Mtridactyla;0;20;05/04/2017;15:23:25
Furnas;Mtridactyla;0;28;17/03/2017;17:42:56
Furnas;Mtridactyla;0;28;17/03/2017;17:42:56
Furnas;Mtridactyla;0;28;17/03/2017;17:42:56
Furnas;Mtridactyla;0;28;27/03/2017;16:25:19
Furnas;Mtridactyla;0;28;27/03/2017;16:25:20
Furnas;Mtridactyla;0;28;27/03/2017;16:25:21
Furnas;Mtridactyla;0;27;12/03/2017;22:06:43
Furnas;Mtridactyla;0;27;12/03/2017;22:06:44
Furnas;Mtridactyla;0;27;17/03/2017;04:48:57
Furnas;Mtridactyla;0;27;17/03/2017;04:48:58
Furnas;Mtridactyla;0;27;17/03/2017;04:48:59
Furnas;Mtridactyla;0;18;28/03/2017;16:48:25
Furnas;Mtridactyla;0;18;28/03/2017;16:48:25
Furnas;Mtridactyla;0;18;28/03/2017;16:48:25
Furnas;Mtridactyla;0;18;28/03/2017;16:49:02
Furnas;Mtridactyla;0;18;28/03/2017;16:49:02
Furnas;Mtridactyla;0;18;28/03/2017;16:49:02
Furnas;Mtridactyla;0;18;06/04/2017;06:35:02
Furnas;Mtridactyla;0;18;06/04/2017;06:35:02
Furnas;Mtridactyla;0;18;06/04/2017;06:35:02
Furnas;Mtridactyla;0;18;06/04/2017;18:54:41
Furnas;Mtridactyla;0;18;06/04/2017;18:54:41
Furnas;Mtridactyla;0;18;06/04/2017;18:54:41
Furnas;Mtridactyla;0;13;04/02/2017;00:41:51
Furnas;Mtridactyla;0;13;04/02/2017;00:41:51
Furnas;Mtridactyla;0;13;04/02/2017;00:41:52
Furnas;Mtridactyla;0;13;04/02/2017;00:42:12
Furnas;Mtridactyla;0;13;04/02/2017;00:42:13
Furnas;Mtridactyla;0;13;04/02/2017;00:42:14
Furnas;Mtridactyla;0;13;04/02/2017;00:42:29
Furnas;Mtridactyla;0;13;04/02/2017;00:42:30
Furnas;Mtridactyla;0;13;04/02/2017;00:42:30
Furnas;Mtridactyla;0;32;20/02/2017;19:10:44
Furnas;Mtridactyla;0;32;20/02/2017;19:10:44
Furnas;Mtridactyla;0;32;20/02/2017;19:10:44
Furnas;Mtridactyla;0;33;28/02/2017;19:34:20
Furnas;Mtridactyla;0;33;28/02/2017;19:34:21
Furnas;Mtridactyla;0;33;28/02/2017;19:34:21
Furnas;Mtridactyla;0;29;27/01/2017;18:16:37
Furnas;Mtridactyla;0;29;27/01/2017;18:16:38
Furnas;Mtridactyla;0;29;27/01/2017;18:16:38
Furnas;Mtridactyla;0;29;27/01/2017;18:16:54
Furnas;Mtridactyla;0;29;27/01/2017;18:16:54
Furnas;Mtridactyla;0;29;27/01/2017;18:16:55
Furnas;Mtridactyla;0;47;13/08/2017;06:19:12
Furnas;Mtridactyla;0;47;13/08/2017;06:19:13
Furnas;Mtridactyla;0;47;13/08/2017;06:19:13
Furnas;Mtridactyla;0;47;13/08/2017;06:19:33
Furnas;Mtridactyla;0;47;13/08/2017;06:19:33
Furnas;Mtridactyla;0;47;13/08/2017;06:19:34
Furnas;Mtridactyla;0;47;22/08/2017;00:55:18
Furnas;Mtridactyla;0;47;22/08/2017;00:55:18
Furnas;Mtridactyla;0;47;22/08/2017;00:55:19
Furnas;Mtridactyla;0;51;06/06/2017;01:27:16
