conservation_unit;species;station;date;time
Furnas 2017;Mtridactyla;10;27/04/2017;00:07:34
Furnas 2017;Mtridactyla;10;27/04/2017;00:07:35
Furnas 2017;Mtridactyla;10;27/04/2017;00:07:36
Furnas 2017;Mtridactyla;10;27/04/2017;19:39:17
Furnas 2017;Mtridactyla;10;27/04/2017;19:39:18
Furnas 2017;Mtridactyla;10;27/04/2017;19:39:18
Furnas 2017;Mtridactyla;10;01/05/2017;21:46:53
Furnas 2017;Mtridactyla;10;01/05/2017;21:46:53
Furnas 2017;Mtridactyla;11;10/03/2017;05:47:02
Furnas 2017;Mtridactyla;11;10/03/2017;05:47:03
Furnas 2017;Mtridactyla;11;10/03/2017;05:47:04
Furnas 2017;Mtridactyla;11;31/03/2017;18:05:12
Furnas 2017;Mtridactyla;11;31/03/2017;18:05:12
Furnas 2017;Mtridactyla;11;31/03/2017;18:05:13
Furnas 2017;Mtridactyla;11;02/05/2017;05:54:40
Furnas 2017;Mtridactyla;11;02/05/2017;05:54:40
Furnas 2017;Mtridactyla;11;02/05/2017;05:54:41
Furnas 2017;Mtridactyla;14;04/02/2017;14:07:50
Furnas 2017;Mtridactyla;14;04/02/2017;14:07:50
Furnas 2017;Mtridactyla;14;04/02/2017;14:07:51
Furnas 2017;Mtridactyla;14;02/03/2017;17:34:42
Furnas 2017;Mtridactyla;14;02/03/2017;17:34:42
Furnas 2017;Mtridactyla;14;02/03/2017;17:34:43
Furnas 2017;Mtridactyla;16;05/02/2017;20:08:03
Furnas 2017;Mtridactyla;16;05/02/2017;20:08:04
Furnas 2017;Mtridactyla;16;05/02/2017;20:08:05
Furnas 2017;Mtridactyla;15;15/02/2017;19:47:19
Furnas 2017;Mtridactyla;15;15/02/2017;19:47:20
Furnas 2017;Mtridactyla;15;15/02/2017;19:47:21
Furnas 2017;Mtridactyla;35;25/01/2017;18:14:04
Furnas 2017;Mtridactyla;35;25/01/2017;18:14:04
Furnas 2017;Mtridactyla;35;25/01/2017;18:14:04
Furnas 2017;Mtridactyla;35;10/02/2017;00:06:47
Furnas 2017;Mtridactyla;35;10/02/2017;00:06:47
Furnas 2017;Mtridactyla;35;10/02/2017;00:06:48
Furnas 2017;Mtridactyla;35;10/02/2017;00:07:23
Furnas 2017;Mtridactyla;35;10/02/2017;00:07:23
Furnas 2017;Mtridactyla;35;10/02/2017;00:07:23
Furnas 2017;Mtridactyla;35;06/03/2017;23:29:24
Furnas 2017;Mtridactyla;35;06/03/2017;23:29:24
Furnas 2017;Mtridactyla;35;06/03/2017;23:29:24
Furnas 2017;Mtridactyla;35;06/03/2017;23:29:57
Furnas 2017;Mtridactyla;35;06/03/2017;23:29:57
Furnas 2017;Mtridactyla;35;06/03/2017;23:29:57
Furnas 2017;Mtridactyla;35;09/03/2017;15:29:37
Furnas 2017;Mtridactyla;35;09/03/2017;15:29:37
Furnas 2017;Mtridactyla;35;09/03/2017;15:29:37
Furnas 2017;Mtridactyla;8;10/02/2017;18:11:43
Furnas 2017;Mtridactyla;8;10/02/2017;18:11:43
Furnas 2017;Mtridactyla;8;10/02/2017;18:11:44
Furnas 2017;Mtridactyla;8;06/07/2017;20:27:03
Furnas 2017;Mtridactyla;8;06/07/2017;20:27:03
Furnas 2017;Mtridactyla;8;06/07/2017;20:27:04
Furnas 2017;Mtridactyla;7;29/01/2017;18:42:34
Furnas 2017;Mtridactyla;7;29/01/2017;18:42:35
Furnas 2017;Mtridactyla;7;29/01/2017;18:42:36
Furnas 2017;Mtridactyla;7;10/02/2017;14:45:46
Furnas 2017;Mtridactyla;7;10/02/2017;14:45:47
Furnas 2017;Mtridactyla;7;10/02/2017;14:45:47
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:08
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:09
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:09
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:23
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:23
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:24
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:41
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:41
Furnas 2017;Mtridactyla;7;10/02/2017;14:46:42
Furnas 2017;Mtridactyla;7;23/03/2017;05:36:01
Furnas 2017;Mtridactyla;7;23/03/2017;05:36:02
Furnas 2017;Mtridactyla;7;23/03/2017;05:36:03
Furnas 2017;Mtridactyla;7;15/04/2017;02:15:30
Furnas 2017;Mtridactyla;7;15/04/2017;02:15:30
Furnas 2017;Mtridactyla;7;15/04/2017;02:15:31
Furnas 2017;Mtridactyla;7;15/04/2017;02:16:06
Furnas 2017;Mtridactyla;7;15/04/2017;02:16:06
Furnas 2017;Mtridactyla;7;15/04/2017;02:16:07
Furnas 2017;Mtridactyla;7;16/04/2017;19:10:14
Furnas 2017;Mtridactyla;7;16/04/2017;19:10:15
Furnas 2017;Mtridactyla;7;16/04/2017;19:10:15
Furnas 2017;Mtridactyla;7;16/04/2017;19:13:15
Furnas 2017;Mtridactyla;7;16/04/2017;19:13:16
Furnas 2017;Mtridactyla;7;16/04/2017;19:13:17
Furnas 2017;Mtridactyla;7;16/04/2017;19:14:09
Furnas 2017;Mtridactyla;7;16/04/2017;19:14:09
Furnas 2017;Mtridactyla;7;16/04/2017;19:14:10
Furnas 2017;Mtridactyla;7;17/04/2017;02:53:10
Furnas 2017;Mtridactyla;7;17/04/2017;02:53:11
Furnas 2017;Mtridactyla;7;17/04/2017;02:53:12
Furnas 2017;Mtridactyla;7;17/04/2017;02:53:38
Furnas 2017;Mtridactyla;7;17/04/2017;02:53:38
Furnas 2017;Mtridactyla;7;17/04/2017;02:53:39
Furnas 2017;Mtridactyla;20;23/01/2017;17:15:32
Furnas 2017;Mtridactyla;20;23/01/2017;17:15:32
Furnas 2017;Mtridactyla;20;23/01/2017;17:15:33
Furnas 2017;Mtridactyla;20;23/01/2017;17:15:55
Furnas 2017;Mtridactyla;20;23/01/2017;17:15:55
Furnas 2017;Mtridactyla;20;23/01/2017;17:15:56
Furnas 2017;Mtridactyla;20;23/01/2017;17:18:55
Furnas 2017;Mtridactyla;20;23/01/2017;17:18:55
Furnas 2017;Mtridactyla;20;23/01/2017;17:19:27
Furnas 2017;Mtridactyla;20;23/01/2017;17:19:28
Furnas 2017;Mtridactyla;20;23/01/2017;17:19:28
Furnas 2017;Mtridactyla;20;01/02/2017;01:17:00
Furnas 2017;Mtridactyla;20;01/02/2017;01:17:01
Furnas 2017;Mtridactyla;20;01/02/2017;01:17:01
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:09
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:10
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:11
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:27
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:27
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:28
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:55
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:56
Furnas 2017;Mtridactyla;20;01/02/2017;14:35:56
Furnas 2017;Mtridactyla;20;01/02/2017;14:36:28
Furnas 2017;Mtridactyla;20;01/02/2017;14:36:28
Furnas 2017;Mtridactyla;20;01/02/2017;14:36:29
Furnas 2017;Mtridactyla;20;01/02/2017;14:37:14
Furnas 2017;Mtridactyla;20;01/02/2017;14:37:15
Furnas 2017;Mtridactyla;20;01/02/2017;14:37:15
Furnas 2017;Mtridactyla;20;08/02/2017;13:06:36
Furnas 2017;Mtridactyla;20;08/02/2017;13:06:37
Furnas 2017;Mtridactyla;20;08/02/2017;13:06:38
Furnas 2017;Mtridactyla;20;12/02/2017;15:17:57
Furnas 2017;Mtridactyla;20;12/02/2017;15:17:58
Furnas 2017;Mtridactyla;20;12/02/2017;15:17:58
Furnas 2017;Mtridactyla;20;12/02/2017;15:18:30
Furnas 2017;Mtridactyla;20;12/02/2017;15:18:30
Furnas 2017;Mtridactyla;20;12/02/2017;15:18:31
Furnas 2017;Mtridactyla;20;12/02/2017;15:19:00
Furnas 2017;Mtridactyla;20;12/02/2017;15:19:01
Furnas 2017;Mtridactyla;20;12/02/2017;15:19:01
Furnas 2017;Mtridactyla;20;12/02/2017;15:19:19
Furnas 2017;Mtridactyla;20;12/02/2017;15:19:19
Furnas 2017;Mtridactyla;20;12/02/2017;15:19:20
Furnas 2017;Mtridactyla;20;12/02/2017;15:20:04
Furnas 2017;Mtridactyla;20;12/02/2017;15:20:05
Furnas 2017;Mtridactyla;20;12/02/2017;15:20:06
Furnas 2017;Mtridactyla;20;12/02/2017;15:20:21
Furnas 2017;Mtridactyla;20;12/02/2017;15:20:22
Furnas 2017;Mtridactyla;20;12/02/2017;15:20:22
Furnas 2017;Mtridactyla;20;22/02/2017;23:36:26
Furnas 2017;Mtridactyla;20;22/02/2017;23:36:27
Furnas 2017;Mtridactyla;20;22/02/2017;23:36:27
Furnas 2017;Mtridactyla;20;04/03/2017;18:02:49
Furnas 2017;Mtridactyla;20;04/03/2017;18:02:50
Furnas 2017;Mtridactyla;20;04/03/2017;18:02:51
Furnas 2017;Mtridactyla;20;10/03/2017;01:20:38
Furnas 2017;Mtridactyla;20;10/03/2017;01:20:39
Furnas 2017;Mtridactyla;20;10/03/2017;01:20:40
Furnas 2017;Mtridactyla;20;14/03/2017;16:06:30
Furnas 2017;Mtridactyla;20;14/03/2017;16:06:30
Furnas 2017;Mtridactyla;20;14/03/2017;16:06:31
Furnas 2017;Mtridactyla;20;26/03/2017;17:16:07
Furnas 2017;Mtridactyla;20;26/03/2017;17:16:08
Furnas 2017;Mtridactyla;20;26/03/2017;17:16:09
Furnas 2017;Mtridactyla;20;29/03/2017;14:16:07
Furnas 2017;Mtridactyla;20;29/03/2017;14:16:08
Furnas 2017;Mtridactyla;20;29/03/2017;14:16:09
Furnas 2017;Mtridactyla;20;05/04/2017;15:22:56
Furnas 2017;Mtridactyla;20;05/04/2017;15:22:57
Furnas 2017;Mtridactyla;20;05/04/2017;15:22:57
Furnas 2017;Mtridactyla;20;05/04/2017;15:23:23
Furnas 2017;Mtridactyla;20;05/04/2017;15:23:24
Furnas 2017;Mtridactyla;20;05/04/2017;15:23:25
Furnas 2017;Mtridactyla;28;17/03/2017;17:42:56
Furnas 2017;Mtridactyla;28;17/03/2017;17:42:56
Furnas 2017;Mtridactyla;28;17/03/2017;17:42:56
Furnas 2017;Mtridactyla;28;27/03/2017;16:25:19
Furnas 2017;Mtridactyla;28;27/03/2017;16:25:20
Furnas 2017;Mtridactyla;28;27/03/2017;16:25:21
Furnas 2017;Mtridactyla;27;12/03/2017;22:06:43
Furnas 2017;Mtridactyla;27;12/03/2017;22:06:44
Furnas 2017;Mtridactyla;27;17/03/2017;04:48:57
Furnas 2017;Mtridactyla;27;17/03/2017;04:48:58
Furnas 2017;Mtridactyla;27;17/03/2017;04:48:59
Furnas 2017;Mtridactyla;18;28/03/2017;16:48:25
Furnas 2017;Mtridactyla;18;28/03/2017;16:48:25
Furnas 2017;Mtridactyla;18;28/03/2017;16:48:25
Furnas 2017;Mtridactyla;18;28/03/2017;16:49:02
Furnas 2017;Mtridactyla;18;28/03/2017;16:49:02
Furnas 2017;Mtridactyla;18;28/03/2017;16:49:02
Furnas 2017;Mtridactyla;18;06/04/2017;06:35:02
Furnas 2017;Mtridactyla;18;06/04/2017;06:35:02
Furnas 2017;Mtridactyla;18;06/04/2017;06:35:02
Furnas 2017;Mtridactyla;18;06/04/2017;18:54:41
Furnas 2017;Mtridactyla;18;06/04/2017;18:54:41
Furnas 2017;Mtridactyla;18;06/04/2017;18:54:41
Furnas 2017;Mtridactyla;13;04/02/2017;00:41:51
Furnas 2017;Mtridactyla;13;04/02/2017;00:41:51
Furnas 2017;Mtridactyla;13;04/02/2017;00:41:52
Furnas 2017;Mtridactyla;13;04/02/2017;00:42:12
Furnas 2017;Mtridactyla;13;04/02/2017;00:42:13
Furnas 2017;Mtridactyla;13;04/02/2017;00:42:14
Furnas 2017;Mtridactyla;13;04/02/2017;00:42:29
Furnas 2017;Mtridactyla;13;04/02/2017;00:42:30
Furnas 2017;Mtridactyla;13;04/02/2017;00:42:30
Furnas 2017;Mtridactyla;32;20/02/2017;19:10:44
Furnas 2017;Mtridactyla;32;20/02/2017;19:10:44
Furnas 2017;Mtridactyla;32;20/02/2017;19:10:44
Furnas 2017;Mtridactyla;33;28/02/2017;19:34:20
Furnas 2017;Mtridactyla;33;28/02/2017;19:34:21
Furnas 2017;Mtridactyla;33;28/02/2017;19:34:21
Furnas 2017;Mtridactyla;29;27/01/2017;18:16:37
Furnas 2017;Mtridactyla;29;27/01/2017;18:16:38
Furnas 2017;Mtridactyla;29;27/01/2017;18:16:38
Furnas 2017;Mtridactyla;29;27/01/2017;18:16:54
Furnas 2017;Mtridactyla;29;27/01/2017;18:16:54
Furnas 2017;Mtridactyla;29;27/01/2017;18:16:55
Furnas 2017;Mtridactyla;47;13/08/2017;06:19:12
Furnas 2017;Mtridactyla;47;13/08/2017;06:19:13
Furnas 2017;Mtridactyla;47;13/08/2017;06:19:13
Furnas 2017;Mtridactyla;47;13/08/2017;06:19:33
Furnas 2017;Mtridactyla;47;13/08/2017;06:19:33
Furnas 2017;Mtridactyla;47;13/08/2017;06:19:34
Furnas 2017;Mtridactyla;47;22/08/2017;00:55:18
Furnas 2017;Mtridactyla;47;22/08/2017;00:55:18
Furnas 2017;Mtridactyla;47;22/08/2017;00:55:19
Furnas 2017;Mtridactyla;51;06/06/2017;01:27:16
Furnas 2017;Mtridactyla;51;06/06/2017;01:27:17
Furnas 2017;Mtridactyla;51;06/06/2017;01:27:18
Furnas 2017;Mtridactyla;51;06/06/2017;01:27:34
Furnas 2017;Mtridactyla;51;06/06/2017;01:27:35
Furnas 2017;Mtridactyla;51;06/06/2017;01:27:36
Furnas 2017;Mtridactyla;51;06/06/2017;01:28:02
Furnas 2017;Mtridactyla;51;06/06/2017;01:28:03
Furnas 2017;Mtridactyla;51;06/06/2017;01:28:04
Furnas 2017;Mtridactyla;51;27/06/2017;23:39:26
Furnas 2017;Mtridactyla;51;27/06/2017;23:39:27
Furnas 2017;Mtridactyla;51;27/06/2017;23:39:27
Furnas 2017;Mtridactyla;51;27/06/2017;23:39:44
Furnas 2017;Mtridactyla;51;27/06/2017;23:39:45
Furnas 2017;Mtridactyla;51;27/06/2017;23:39:45
Furnas 2017;Mtridactyla;48;04/07/2017;14:42:15
Furnas 2017;Mtridactyla;48;04/07/2017;14:42:16
Furnas 2017;Mtridactyla;48;04/07/2017;14:42:17
Furnas 2017;Mtridactyla;48;04/07/2017;16:24:17
Furnas 2017;Mtridactyla;48;04/07/2017;16:24:18
Furnas 2017;Mtridactyla;48;04/07/2017;16:24:18
Furnas 2017;Mtridactyla;48;27/07/2017;17:33:25
Furnas 2017;Mtridactyla;48;27/07/2017;17:33:26
Furnas 2017;Mtridactyla;48;27/07/2017;17:33:26
Furnas 2017;Mtridactyla;48;12/08/2017;00:19:48
Furnas 2017;Mtridactyla;48;12/08/2017;00:19:49
Furnas 2017;Mtridactyla;48;12/08/2017;00:19:50
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:01
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:02
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:03
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:27
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:28
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:28
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:49
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:50
Furnas 2017;Mtridactyla;49;02/06/2017;22:13:50
Furnas 2017;Mtridactyla;49;02/06/2017;22:14:12
Furnas 2017;Mtridactyla;49;02/06/2017;22:14:38
Furnas 2017;Mtridactyla;49;02/06/2017;22:14:38
Furnas 2017;Mtridactyla;49;02/06/2017;22:14:39
Furnas 2017;Mtridactyla;49;02/06/2017;22:14:57
Furnas 2017;Mtridactyla;49;02/06/2017;22:14:58
Furnas 2017;Mtridactyla;49;02/06/2017;22:14:59
Furnas 2017;Mtridactyla;49;02/06/2017;22:15:19
Furnas 2017;Mtridactyla;49;02/06/2017;22:15:20
Furnas 2017;Mtridactyla;49;02/06/2017;22:15:20
Furnas 2017;Mtridactyla;49;02/06/2017;22:15:41
Furnas 2017;Mtridactyla;49;02/06/2017;22:15:42
Furnas 2017;Mtridactyla;49;02/06/2017;22:15:42
Furnas 2017;Mtridactyla;49;24/07/2017;00:32:39
Furnas 2017;Mtridactyla;49;24/07/2017;00:32:40
Furnas 2017;Mtridactyla;49;24/07/2017;00:32:40
Furnas 2017;Mtridactyla;49;24/07/2017;00:33:04
Furnas 2017;Mtridactyla;49;24/07/2017;00:33:31
Furnas 2017;Mtridactyla;49;24/07/2017;00:33:31
Furnas 2017;Mtridactyla;49;24/07/2017;00:33:32
Furnas 2017;Mtridactyla;49;24/07/2017;00:34:02
Furnas 2017;Mtridactyla;49;24/07/2017;00:34:02
Furnas 2017;Mtridactyla;49;24/07/2017;00:34:03
Furnas 2017;Mtridactyla;49;24/07/2017;00:35:09
Furnas 2017;Mtridactyla;49;24/07/2017;00:35:09
Furnas 2017;Mtridactyla;49;24/07/2017;00:35:10
Furnas 2017;Mtridactyla;49;24/07/2017;00:35:34
Furnas 2017;Mtridactyla;49;24/07/2017;00:35:35
Furnas 2017;Mtridactyla;49;24/07/2017;00:35:35
Furnas 2017;Mtridactyla;49;24/07/2017;00:36:02
Furnas 2017;Mtridactyla;49;24/07/2017;00:36:03
Furnas 2017;Mtridactyla;49;24/07/2017;00:36:03
Furnas 2017;Mtridactyla;49;24/07/2017;00:36:38
Furnas 2017;Mtridactyla;49;24/07/2017;00:36:39
Furnas 2017;Mtridactyla;49;24/07/2017;00:36:39
Furnas 2017;Mtridactyla;49;24/07/2017;00:42:32
Furnas 2017;Mtridactyla;49;24/07/2017;00:42:33
Furnas 2017;Mtridactyla;49;24/07/2017;00:42:33
Furnas 2017;Mtridactyla;49;24/07/2017;00:42:57
Furnas 2017;Mtridactyla;49;24/07/2017;00:42:57
Furnas 2017;Mtridactyla;49;24/07/2017;00:42:58
Furnas 2017;Mtridactyla;49;24/07/2017;00:45:09
Furnas 2017;Mtridactyla;49;24/07/2017;00:45:09
Furnas 2017;Mtridactyla;49;24/07/2017;00:45:10
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:13
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:14
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:15
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:41
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:41
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:42
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:55
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:55
Furnas 2017;Mtridactyla;49;24/07/2017;00:47:56
Furnas 2017;Mtridactyla;49;24/07/2017;00:48:18
Furnas 2017;Mtridactyla;49;24/07/2017;00:48:19
Furnas 2017;Mtridactyla;49;24/07/2017;00:48:19
Furnas 2017;Mtridactyla;49;24/07/2017;00:48:43
Furnas 2017;Mtridactyla;49;24/07/2017;00:48:44
Furnas 2017;Mtridactyla;49;24/07/2017;00:49:31
Furnas 2017;Mtridactyla;49;24/07/2017;00:49:32
Furnas 2017;Mtridactyla;49;24/07/2017;00:50:07
Furnas 2017;Mtridactyla;49;24/07/2017;00:50:07
Furnas 2017;Mtridactyla;49;24/07/2017;00:50:08
Furnas 2017;Mtridactyla;49;26/07/2017;00:22:15
Furnas 2017;Mtridactyla;49;26/07/2017;00:22:15
Furnas 2017;Mtridactyla;49;26/07/2017;00:22:16
Furnas 2017;Mtridactyla;49;26/07/2017;00:22:38
Furnas 2017;Mtridactyla;49;26/07/2017;00:22:39
Furnas 2017;Mtridactyla;49;26/07/2017;00:22:39
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:03
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:04
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:04
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:27
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:27
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:28
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:51
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:51
Furnas 2017;Mtridactyla;49;26/07/2017;00:23:52
Furnas 2017;Mtridactyla;52;11/06/2017;16:32:35
Furnas 2017;Mtridactyla;52;11/06/2017;16:32:36
Furnas 2017;Mtridactyla;52;11/06/2017;16:32:36
Furnas 2017;Mtridactyla;57;18/06/2017;03:16:36
Furnas 2017;Mtridactyla;57;18/06/2017;03:16:37
Furnas 2017;Mtridactyla;57;18/06/2017;03:16:37
Furnas 2017;Mtridactyla;56;20/05/2017;18:19:08
Furnas 2017;Mtridactyla;56;20/05/2017;18:19:08
Furnas 2017;Mtridactyla;56;20/05/2017;18:19:09
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:03
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:04
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:04
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:28
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:29
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:30
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:49
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:49
Furnas 2017;Mtridactyla;56;20/05/2017;18:20:50
Furnas 2017;Mtridactyla;56;20/05/2017;18:21:11
Furnas 2017;Mtridactyla;56;20/05/2017;18:21:11
Furnas 2017;Mtridactyla;56;20/05/2017;18:21:12
Furnas 2017;Mtridactyla;56;20/05/2017;18:21:31
Furnas 2017;Mtridactyla;56;20/05/2017;18:21:32
Furnas 2017;Mtridactyla;56;20/05/2017;18:21:33
Furnas 2017;Mtridactyla;36;17/04/2017;21:38:34
Furnas 2017;Mtridactyla;36;17/04/2017;21:38:35
Furnas 2017;Mtridactyla;36;17/04/2017;21:38:36
Furnas 2017;Mtridactyla;36;31/07/2017;17:57:01
Furnas 2017;Mtridactyla;36;31/07/2017;17:57:01
Furnas 2017;Mtridactyla;36;31/07/2017;17:57:02
Furnas 2017;Mtridactyla;39;19/07/2017;12:28:48
Furnas 2017;Mtridactyla;39;19/07/2017;12:28:49
Furnas 2017;Mtridactyla;39;19/07/2017;12:28:50
Furnas 2017;Mtridactyla;40;25/04/2017;21:31:47
Furnas 2017;Mtridactyla;40;25/04/2017;21:31:47
Furnas 2017;Mtridactyla;40;25/04/2017;21:31:48
Furnas 2017;Mtridactyla;41;20/07/2017;13:20:24
Furnas 2017;Mtridactyla;41;20/07/2017;13:20:24
Furnas 2017;Mtridactyla;41;20/07/2017;13:20:25
Furnas 2017;Mtridactyla;41;20/07/2017;13:20:50
Furnas 2017;Mtridactyla;41;20/07/2017;13:20:51
Furnas 2017;Mtridactyla;41;20/07/2017;13:20:52
Furnas 2017;Mtridactyla;42;13/05/2017;17:28:17
Furnas 2017;Mtridactyla;42;13/05/2017;17:28:17
Furnas 2017;Mtridactyla;42;13/05/2017;17:28:18
Furnas 2017;Mtridactyla;42;13/05/2017;17:28:38
Furnas 2017;Mtridactyla;42;13/05/2017;17:28:39
Furnas 2017;Mtridactyla;42;13/05/2017;17:28:40
Furnas 2017;Mtridactyla;25;10/03/2017;23:27:01
Furnas 2017;Mtridactyla;25;10/03/2017;23:27:01
Furnas 2017;Mtridactyla;12;07/03/2017;21:41:25
Furnas 2017;Mtridactyla;12;13/03/2017;02:11:37
Furnas 2017;Mtridactyla;12;13/03/2017;02:11:37
Furnas 2017;Mtridactyla;12;13/03/2017;02:11:38
Furnas 2017;Mtridactyla;10;01/05/2017;21:46:54
Vassununga;Mtridactyla;211;29/12/2015;15:10:07
Vassununga;Mtridactyla;211;29/12/2015;15:10:08
Vassununga;Mtridactyla;211;29/12/2015;15:10:08
Vassununga;Mtridactyla;211;28/01/2016;21:08:01
Vassununga;Mtridactyla;211;28/01/2016;21:08:02
Vassununga;Mtridactyla;211;28/01/2016;21:08:03
Vassununga;Mtridactyla;213;29/11/2015;02:37:35
Vassununga;Mtridactyla;213;29/11/2015;02:37:36
Vassununga;Mtridactyla;213;29/11/2015;02:37:36
Vassununga;Mtridactyla;213;29/11/2015;02:37:51
Vassununga;Mtridactyla;213;29/11/2015;02:37:52
Vassununga;Mtridactyla;213;29/11/2015;02:37:52
Vassununga;Mtridactyla;213;29/11/2015;02:38:06
Vassununga;Mtridactyla;213;29/11/2015;02:38:07
Vassununga;Mtridactyla;213;29/11/2015;02:38:07
Vassununga;Mtridactyla;213;29/11/2015;02:38:22
Vassununga;Mtridactyla;213;29/11/2015;02:38:22
Vassununga;Mtridactyla;213;29/11/2015;02:38:23
Vassununga;Mtridactyla;213;29/11/2015;02:38:39
Vassununga;Mtridactyla;213;29/11/2015;02:38:40
Vassununga;Mtridactyla;213;29/11/2015;02:38:40
Vassununga;Mtridactyla;213;29/11/2015;02:38:56
Vassununga;Mtridactyla;213;29/11/2015;02:38:57
Vassununga;Mtridactyla;213;29/11/2015;02:38:57
Vassununga;Mtridactyla;219;18/12/2015;15:25:48
Vassununga;Mtridactyla;219;18/12/2015;15:25:49
Vassununga;Mtridactyla;219;18/12/2015;15:25:49
Vassununga;Mtridactyla;219;23/12/2015;16:30:04
Vassununga;Mtridactyla;219;23/12/2015;16:30:04
Vassununga;Mtridactyla;219;23/12/2015;16:30:05
Vassununga;Mtridactyla;219;28/12/2015;06:09:12
Vassununga;Mtridactyla;219;28/12/2015;06:09:13
Vassununga;Mtridactyla;219;28/12/2015;06:09:14
Vassununga;Mtridactyla;219;01/01/2016;19:01:10
Vassununga;Mtridactyla;219;01/01/2016;19:01:10
Vassununga;Mtridactyla;219;01/01/2016;19:01:11
Vassununga;Mtridactyla;219;04/01/2016;11:44:05
Vassununga;Mtridactyla;219;04/01/2016;11:44:05
Vassununga;Mtridactyla;219;04/01/2016;11:44:06
Vassununga;Mtridactyla;219;04/01/2016;11:45:23
Vassununga;Mtridactyla;219;04/01/2016;11:45:23
Vassununga;Mtridactyla;219;04/01/2016;11:45:24
Vassununga;Mtridactyla;219;06/01/2016;16:52:06
Vassununga;Mtridactyla;219;06/01/2016;16:52:07
Vassununga;Mtridactyla;219;06/01/2016;16:52:07
Vassununga;Mtridactyla;219;07/01/2016;19:34:41
Vassununga;Mtridactyla;219;07/01/2016;19:34:42
Vassununga;Mtridactyla;219;07/01/2016;19:34:42
Vassununga;Mtridactyla;219;13/01/2016;19:40:57
Vassununga;Mtridactyla;219;13/01/2016;19:40:57
Vassununga;Mtridactyla;219;13/01/2016;19:40:58
Vassununga;Mtridactyla;219;24/01/2016;15:35:27
Vassununga;Mtridactyla;219;24/01/2016;15:35:27
Vassununga;Mtridactyla;219;24/01/2016;15:35:28
Vassununga;Mtridactyla;219;03/02/2016;20:48:13
Vassununga;Mtridactyla;219;03/02/2016;20:48:13
Vassununga;Mtridactyla;257;19/12/2015;03:20:43
Vassununga;Mtridactyla;257;19/12/2015;03:20:43
Vassununga;Mtridactyla;257;19/12/2015;03:20:44
Vassununga;Mtridactyla;257;01/02/2016;04:27:29
Vassununga;Mtridactyla;257;01/02/2016;04:27:29
Vassununga;Mtridactyla;257;01/02/2016;04:27:30
Vassununga;Mtridactyla;257;01/02/2016;04:27:45
Vassununga;Mtridactyla;257;01/02/2016;04:27:46
Vassununga;Mtridactyla;257;01/02/2016;04:27:47
Vassununga;Mtridactyla;257;13/02/2016;22:03:05
Vassununga;Mtridactyla;257;13/02/2016;22:03:06
